Prompt 1,Prompt 2,Prompt 3,Prompt 4,Prompt 5,doc_name,sent_idx,text,mention pair,label
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_12ecb.xml,[1 2]," According to washingtonpost.com, the 39-year-old doctor is ""the Obama team's first choice"" to become America's most senior public health official.  Although Gupta has not commented on the matter, the Post claims that he wants the job and is undergoing final vetting. ","[{'mention': 'doctor', 'start_token_id': 35, 'end_token_id': 35}
 {'mention': 'Post', 'start_token_id': 66, 'end_token_id': 66}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_12ecb.xml,[1 2]," According to washingtonpost.com, the 39-year-old doctor is ""the Obama team's first choice"" to become America's most senior public health official.  Although Gupta has not commented on the matter, the Post claims that he wants the job and is undergoing final vetting. ","[{'mention': 'doctor', 'start_token_id': 35, 'end_token_id': 35}
 {'mention': 'he', 'start_token_id': 69, 'end_token_id': 69}]",1.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_12ecb.xml,[1 2]," According to washingtonpost.com, the 39-year-old doctor is ""the Obama team's first choice"" to become America's most senior public health official.  Although Gupta has not commented on the matter, the Post claims that he wants the job and is undergoing final vetting. ","[{'mention': 'Obama team', 'start_token_id': 39, 'end_token_id': 40}
 {'mention': 'choice', 'start_token_id': 43, 'end_token_id': 43}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_12ecb.xml,[1 2]," According to washingtonpost.com, the 39-year-old doctor is ""the Obama team's first choice"" to become America's most senior public health official.  Although Gupta has not commented on the matter, the Post claims that he wants the job and is undergoing final vetting. ","[{'mention': 'Obama team', 'start_token_id': 39, 'end_token_id': 40}
 {'mention': 'America', 'start_token_id': 47, 'end_token_id': 47}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_12ecb.xml,[1 2]," According to washingtonpost.com, the 39-year-old doctor is ""the Obama team's first choice"" to become America's most senior public health official.  Although Gupta has not commented on the matter, the Post claims that he wants the job and is undergoing final vetting. ","[{'mention': 'Obama team', 'start_token_id': 39, 'end_token_id': 40}
 {'mention': 'official', 'start_token_id': 53, 'end_token_id': 53}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_12ecb.xml,[1 2]," According to washingtonpost.com, the 39-year-old doctor is ""the Obama team's first choice"" to become America's most senior public health official.  Although Gupta has not commented on the matter, the Post claims that he wants the job and is undergoing final vetting. ","[{'mention': 'Obama team', 'start_token_id': 39, 'end_token_id': 40}
 {'mention': 'Gupta', 'start_token_id': 57, 'end_token_id': 57}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_12ecb.xml,[1 2]," According to washingtonpost.com, the 39-year-old doctor is ""the Obama team's first choice"" to become America's most senior public health official.  Although Gupta has not commented on the matter, the Post claims that he wants the job and is undergoing final vetting. ","[{'mention': 'Obama team', 'start_token_id': 39, 'end_token_id': 40}
 {'mention': 'Post', 'start_token_id': 66, 'end_token_id': 66}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_12ecb.xml,[1 2]," According to washingtonpost.com, the 39-year-old doctor is ""the Obama team's first choice"" to become America's most senior public health official.  Although Gupta has not commented on the matter, the Post claims that he wants the job and is undergoing final vetting. ","[{'mention': 'Obama team', 'start_token_id': 39, 'end_token_id': 40}
 {'mention': 'he', 'start_token_id': 69, 'end_token_id': 69}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_12ecb.xml,[1 2]," According to washingtonpost.com, the 39-year-old doctor is ""the Obama team's first choice"" to become America's most senior public health official.  Although Gupta has not commented on the matter, the Post claims that he wants the job and is undergoing final vetting. ","[{'mention': 'choice', 'start_token_id': 43, 'end_token_id': 43}
 {'mention': 'America', 'start_token_id': 47, 'end_token_id': 47}]",0.0
"(0, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_12ecb.xml,[1 2]," According to washingtonpost.com, the 39-year-old doctor is ""the Obama team's first choice"" to become America's most senior public health official.  Although Gupta has not commented on the matter, the Post claims that he wants the job and is undergoing final vetting. ","[{'mention': 'choice', 'start_token_id': 43, 'end_token_id': 43}
 {'mention': 'official', 'start_token_id': 53, 'end_token_id': 53}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_12ecb.xml,[1 2]," According to washingtonpost.com, the 39-year-old doctor is ""the Obama team's first choice"" to become America's most senior public health official.  Although Gupta has not commented on the matter, the Post claims that he wants the job and is undergoing final vetting. ","[{'mention': 'choice', 'start_token_id': 43, 'end_token_id': 43}
 {'mention': 'Gupta', 'start_token_id': 57, 'end_token_id': 57}]",1.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_12ecb.xml,[1 2]," According to washingtonpost.com, the 39-year-old doctor is ""the Obama team's first choice"" to become America's most senior public health official.  Although Gupta has not commented on the matter, the Post claims that he wants the job and is undergoing final vetting. ","[{'mention': 'choice', 'start_token_id': 43, 'end_token_id': 43}
 {'mention': 'Post', 'start_token_id': 66, 'end_token_id': 66}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_12ecb.xml,[1 2]," According to washingtonpost.com, the 39-year-old doctor is ""the Obama team's first choice"" to become America's most senior public health official.  Although Gupta has not commented on the matter, the Post claims that he wants the job and is undergoing final vetting. ","[{'mention': 'choice', 'start_token_id': 43, 'end_token_id': 43}
 {'mention': 'he', 'start_token_id': 69, 'end_token_id': 69}]",1.0
"(0, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_12ecb.xml,[1 2]," According to washingtonpost.com, the 39-year-old doctor is ""the Obama team's first choice"" to become America's most senior public health official.  Although Gupta has not commented on the matter, the Post claims that he wants the job and is undergoing final vetting. ","[{'mention': 'America', 'start_token_id': 47, 'end_token_id': 47}
 {'mention': 'official', 'start_token_id': 53, 'end_token_id': 53}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_12ecb.xml,[1 2]," According to washingtonpost.com, the 39-year-old doctor is ""the Obama team's first choice"" to become America's most senior public health official.  Although Gupta has not commented on the matter, the Post claims that he wants the job and is undergoing final vetting. ","[{'mention': 'America', 'start_token_id': 47, 'end_token_id': 47}
 {'mention': 'Gupta', 'start_token_id': 57, 'end_token_id': 57}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_12ecb.xml,[1 2]," According to washingtonpost.com, the 39-year-old doctor is ""the Obama team's first choice"" to become America's most senior public health official.  Although Gupta has not commented on the matter, the Post claims that he wants the job and is undergoing final vetting. ","[{'mention': 'America', 'start_token_id': 47, 'end_token_id': 47}
 {'mention': 'Post', 'start_token_id': 66, 'end_token_id': 66}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_12ecb.xml,[1 2]," According to washingtonpost.com, the 39-year-old doctor is ""the Obama team's first choice"" to become America's most senior public health official.  Although Gupta has not commented on the matter, the Post claims that he wants the job and is undergoing final vetting. ","[{'mention': 'America', 'start_token_id': 47, 'end_token_id': 47}
 {'mention': 'he', 'start_token_id': 69, 'end_token_id': 69}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_12ecb.xml,[1 2]," According to washingtonpost.com, the 39-year-old doctor is ""the Obama team's first choice"" to become America's most senior public health official.  Although Gupta has not commented on the matter, the Post claims that he wants the job and is undergoing final vetting. ","[{'mention': 'official', 'start_token_id': 53, 'end_token_id': 53}
 {'mention': 'Gupta', 'start_token_id': 57, 'end_token_id': 57}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_12ecb.xml,[1 2]," According to washingtonpost.com, the 39-year-old doctor is ""the Obama team's first choice"" to become America's most senior public health official.  Although Gupta has not commented on the matter, the Post claims that he wants the job and is undergoing final vetting. ","[{'mention': 'official', 'start_token_id': 53, 'end_token_id': 53}
 {'mention': 'Post', 'start_token_id': 66, 'end_token_id': 66}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_12ecb.xml,[1 2]," According to washingtonpost.com, the 39-year-old doctor is ""the Obama team's first choice"" to become America's most senior public health official.  Although Gupta has not commented on the matter, the Post claims that he wants the job and is undergoing final vetting. ","[{'mention': 'official', 'start_token_id': 53, 'end_token_id': 53}
 {'mention': 'he', 'start_token_id': 69, 'end_token_id': 69}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_12ecb.xml,[1 2]," According to washingtonpost.com, the 39-year-old doctor is ""the Obama team's first choice"" to become America's most senior public health official.  Although Gupta has not commented on the matter, the Post claims that he wants the job and is undergoing final vetting. ","[{'mention': 'Gupta', 'start_token_id': 57, 'end_token_id': 57}
 {'mention': 'Post', 'start_token_id': 66, 'end_token_id': 66}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_12ecb.xml,[1 2]," According to washingtonpost.com, the 39-year-old doctor is ""the Obama team's first choice"" to become America's most senior public health official.  Although Gupta has not commented on the matter, the Post claims that he wants the job and is undergoing final vetting. ","[{'mention': 'Gupta', 'start_token_id': 57, 'end_token_id': 57}
 {'mention': 'he', 'start_token_id': 69, 'end_token_id': 69}]",1.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_12ecb.xml,[1 2]," According to washingtonpost.com, the 39-year-old doctor is ""the Obama team's first choice"" to become America's most senior public health official.  Although Gupta has not commented on the matter, the Post claims that he wants the job and is undergoing final vetting. ","[{'mention': 'Post', 'start_token_id': 66, 'end_token_id': 66}
 {'mention': 'he', 'start_token_id': 69, 'end_token_id': 69}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_12ecb.xml,[2 3]," Although Gupta has not commented on the matter, the Post claims that he wants the job and is undergoing final vetting.  CNN has confirmed Gupta has been approached by the president-elect's transition team.","[{'mention': 'Gupta', 'start_token_id': 57, 'end_token_id': 57}
 {'mention': 'Post', 'start_token_id': 66, 'end_token_id': 66}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_12ecb.xml,[2 3]," Although Gupta has not commented on the matter, the Post claims that he wants the job and is undergoing final vetting.  CNN has confirmed Gupta has been approached by the president-elect's transition team.","[{'mention': 'Gupta', 'start_token_id': 57, 'end_token_id': 57}
 {'mention': 'he', 'start_token_id': 69, 'end_token_id': 69}]",1.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_12ecb.xml,[2 3]," Although Gupta has not commented on the matter, the Post claims that he wants the job and is undergoing final vetting.  CNN has confirmed Gupta has been approached by the president-elect's transition team.","[{'mention': 'Gupta', 'start_token_id': 57, 'end_token_id': 57}
 {'mention': 'CNN', 'start_token_id': 80, 'end_token_id': 80}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_12ecb.xml,[2 3]," Although Gupta has not commented on the matter, the Post claims that he wants the job and is undergoing final vetting.  CNN has confirmed Gupta has been approached by the president-elect's transition team.","[{'mention': 'Gupta', 'start_token_id': 57, 'end_token_id': 57}
 {'mention': 'Gupta', 'start_token_id': 83, 'end_token_id': 83}]",1.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_12ecb.xml,[2 3]," Although Gupta has not commented on the matter, the Post claims that he wants the job and is undergoing final vetting.  CNN has confirmed Gupta has been approached by the president-elect's transition team.","[{'mention': 'Gupta', 'start_token_id': 57, 'end_token_id': 57}
 {'mention': ""president - elect 's transition team"", 'start_token_id': 89, 'end_token_id': 94}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_12ecb.xml,[2 3]," Although Gupta has not commented on the matter, the Post claims that he wants the job and is undergoing final vetting.  CNN has confirmed Gupta has been approached by the president-elect's transition team.","[{'mention': 'Post', 'start_token_id': 66, 'end_token_id': 66}
 {'mention': 'he', 'start_token_id': 69, 'end_token_id': 69}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_12ecb.xml,[2 3]," Although Gupta has not commented on the matter, the Post claims that he wants the job and is undergoing final vetting.  CNN has confirmed Gupta has been approached by the president-elect's transition team.","[{'mention': 'Post', 'start_token_id': 66, 'end_token_id': 66}
 {'mention': 'CNN', 'start_token_id': 80, 'end_token_id': 80}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_12ecb.xml,[2 3]," Although Gupta has not commented on the matter, the Post claims that he wants the job and is undergoing final vetting.  CNN has confirmed Gupta has been approached by the president-elect's transition team.","[{'mention': 'Post', 'start_token_id': 66, 'end_token_id': 66}
 {'mention': 'Gupta', 'start_token_id': 83, 'end_token_id': 83}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_12ecb.xml,[2 3]," Although Gupta has not commented on the matter, the Post claims that he wants the job and is undergoing final vetting.  CNN has confirmed Gupta has been approached by the president-elect's transition team.","[{'mention': 'Post', 'start_token_id': 66, 'end_token_id': 66}
 {'mention': ""president - elect 's transition team"", 'start_token_id': 89, 'end_token_id': 94}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_12ecb.xml,[2 3]," Although Gupta has not commented on the matter, the Post claims that he wants the job and is undergoing final vetting.  CNN has confirmed Gupta has been approached by the president-elect's transition team.","[{'mention': 'he', 'start_token_id': 69, 'end_token_id': 69}
 {'mention': 'CNN', 'start_token_id': 80, 'end_token_id': 80}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_12ecb.xml,[2 3]," Although Gupta has not commented on the matter, the Post claims that he wants the job and is undergoing final vetting.  CNN has confirmed Gupta has been approached by the president-elect's transition team.","[{'mention': 'he', 'start_token_id': 69, 'end_token_id': 69}
 {'mention': 'Gupta', 'start_token_id': 83, 'end_token_id': 83}]",1.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_12ecb.xml,[2 3]," Although Gupta has not commented on the matter, the Post claims that he wants the job and is undergoing final vetting.  CNN has confirmed Gupta has been approached by the president-elect's transition team.","[{'mention': 'he', 'start_token_id': 69, 'end_token_id': 69}
 {'mention': ""president - elect 's transition team"", 'start_token_id': 89, 'end_token_id': 94}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_12ecb.xml,[2 3]," Although Gupta has not commented on the matter, the Post claims that he wants the job and is undergoing final vetting.  CNN has confirmed Gupta has been approached by the president-elect's transition team.","[{'mention': 'CNN', 'start_token_id': 80, 'end_token_id': 80}
 {'mention': 'Gupta', 'start_token_id': 83, 'end_token_id': 83}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_12ecb.xml,[2 3]," Although Gupta has not commented on the matter, the Post claims that he wants the job and is undergoing final vetting.  CNN has confirmed Gupta has been approached by the president-elect's transition team.","[{'mention': 'CNN', 'start_token_id': 80, 'end_token_id': 80}
 {'mention': ""president - elect 's transition team"", 'start_token_id': 89, 'end_token_id': 94}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_12ecb.xml,[2 3]," Although Gupta has not commented on the matter, the Post claims that he wants the job and is undergoing final vetting.  CNN has confirmed Gupta has been approached by the president-elect's transition team.","[{'mention': 'Gupta', 'start_token_id': 83, 'end_token_id': 83}
 {'mention': ""president - elect 's transition team"", 'start_token_id': 89, 'end_token_id': 94}]",0.0
Prompt 1,Prompt 2,Prompt 3,Prompt 4,Prompt 5,doc_name,sent_idx,text,mention pair,label
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[0 1],http://www.examiner.com/article/regina-benjamin-u-s-surgeon-general-nominee  Regina Benjamin U. S. Surgeon General nominee ,"[{'mention': 'Regina Benjamin', 'start_token_id': 2, 'end_token_id': 3}
 {'mention': 'U. S. Surgeon General', 'start_token_id': 4, 'end_token_id': 7}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[1 2]," Regina Benjamin U. S. Surgeon General nominee  July 13, 2009 ","[{'mention': 'Regina Benjamin', 'start_token_id': 2, 'end_token_id': 3}
 {'mention': 'U. S. Surgeon General', 'start_token_id': 4, 'end_token_id': 7}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[1 2]," Regina Benjamin U. S. Surgeon General nominee  July 13, 2009 ","[{'mention': 'Regina Benjamin', 'start_token_id': 2, 'end_token_id': 3}
 {'mention': 'July 13 , 2009', 'start_token_id': 10, 'end_token_id': 13}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[1 2]," Regina Benjamin U. S. Surgeon General nominee  July 13, 2009 ","[{'mention': 'U. S. Surgeon General', 'start_token_id': 4, 'end_token_id': 7}
 {'mention': 'July 13 , 2009', 'start_token_id': 10, 'end_token_id': 13}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[2 3]," July 13, 2009  President Barack Obama held a press conference, July 13, 2009 to announce his nominee for U. S. Surgeon General, Regina Benjamin. ","[{'mention': 'July 13 , 2009', 'start_token_id': 10, 'end_token_id': 13}
 {'mention': 'Barack Obama', 'start_token_id': 16, 'end_token_id': 17}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[2 3]," July 13, 2009  President Barack Obama held a press conference, July 13, 2009 to announce his nominee for U. S. Surgeon General, Regina Benjamin. ","[{'mention': 'July 13 , 2009', 'start_token_id': 10, 'end_token_id': 13}
 {'mention': 'July 13 , 2009', 'start_token_id': 23, 'end_token_id': 26}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[2 3]," July 13, 2009  President Barack Obama held a press conference, July 13, 2009 to announce his nominee for U. S. Surgeon General, Regina Benjamin. ","[{'mention': 'July 13 , 2009', 'start_token_id': 10, 'end_token_id': 13}
 {'mention': 'U. S. Surgeon General', 'start_token_id': 32, 'end_token_id': 35}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[2 3]," July 13, 2009  President Barack Obama held a press conference, July 13, 2009 to announce his nominee for U. S. Surgeon General, Regina Benjamin. ","[{'mention': 'July 13 , 2009', 'start_token_id': 10, 'end_token_id': 13}
 {'mention': 'Regina Benjamin', 'start_token_id': 37, 'end_token_id': 38}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[2 3]," July 13, 2009  President Barack Obama held a press conference, July 13, 2009 to announce his nominee for U. S. Surgeon General, Regina Benjamin. ","[{'mention': 'Barack Obama', 'start_token_id': 16, 'end_token_id': 17}
 {'mention': 'July 13 , 2009', 'start_token_id': 23, 'end_token_id': 26}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[2 3]," July 13, 2009  President Barack Obama held a press conference, July 13, 2009 to announce his nominee for U. S. Surgeon General, Regina Benjamin. ","[{'mention': 'Barack Obama', 'start_token_id': 16, 'end_token_id': 17}
 {'mention': 'U. S. Surgeon General', 'start_token_id': 32, 'end_token_id': 35}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[2 3]," July 13, 2009  President Barack Obama held a press conference, July 13, 2009 to announce his nominee for U. S. Surgeon General, Regina Benjamin. ","[{'mention': 'Barack Obama', 'start_token_id': 16, 'end_token_id': 17}
 {'mention': 'Regina Benjamin', 'start_token_id': 37, 'end_token_id': 38}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[2 3]," July 13, 2009  President Barack Obama held a press conference, July 13, 2009 to announce his nominee for U. S. Surgeon General, Regina Benjamin. ","[{'mention': 'July 13 , 2009', 'start_token_id': 23, 'end_token_id': 26}
 {'mention': 'U. S. Surgeon General', 'start_token_id': 32, 'end_token_id': 35}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[2 3]," July 13, 2009  President Barack Obama held a press conference, July 13, 2009 to announce his nominee for U. S. Surgeon General, Regina Benjamin. ","[{'mention': 'July 13 , 2009', 'start_token_id': 23, 'end_token_id': 26}
 {'mention': 'Regina Benjamin', 'start_token_id': 37, 'end_token_id': 38}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[2 3]," July 13, 2009  President Barack Obama held a press conference, July 13, 2009 to announce his nominee for U. S. Surgeon General, Regina Benjamin. ","[{'mention': 'U. S. Surgeon General', 'start_token_id': 32, 'end_token_id': 35}
 {'mention': 'Regina Benjamin', 'start_token_id': 37, 'end_token_id': 38}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[3 4]," President Barack Obama held a press conference, July 13, 2009 to announce his nominee for U. S. Surgeon General, Regina Benjamin.  Here is the transcript of the announcement. ","[{'mention': 'Barack Obama', 'start_token_id': 16, 'end_token_id': 17}
 {'mention': 'July 13 , 2009', 'start_token_id': 23, 'end_token_id': 26}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[3 4]," President Barack Obama held a press conference, July 13, 2009 to announce his nominee for U. S. Surgeon General, Regina Benjamin.  Here is the transcript of the announcement. ","[{'mention': 'Barack Obama', 'start_token_id': 16, 'end_token_id': 17}
 {'mention': 'U. S. Surgeon General', 'start_token_id': 32, 'end_token_id': 35}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[3 4]," President Barack Obama held a press conference, July 13, 2009 to announce his nominee for U. S. Surgeon General, Regina Benjamin.  Here is the transcript of the announcement. ","[{'mention': 'Barack Obama', 'start_token_id': 16, 'end_token_id': 17}
 {'mention': 'Regina Benjamin', 'start_token_id': 37, 'end_token_id': 38}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[3 4]," President Barack Obama held a press conference, July 13, 2009 to announce his nominee for U. S. Surgeon General, Regina Benjamin.  Here is the transcript of the announcement. ","[{'mention': 'July 13 , 2009', 'start_token_id': 23, 'end_token_id': 26}
 {'mention': 'U. S. Surgeon General', 'start_token_id': 32, 'end_token_id': 35}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[3 4]," President Barack Obama held a press conference, July 13, 2009 to announce his nominee for U. S. Surgeon General, Regina Benjamin.  Here is the transcript of the announcement. ","[{'mention': 'July 13 , 2009', 'start_token_id': 23, 'end_token_id': 26}
 {'mention': 'Regina Benjamin', 'start_token_id': 37, 'end_token_id': 38}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[3 4]," President Barack Obama held a press conference, July 13, 2009 to announce his nominee for U. S. Surgeon General, Regina Benjamin.  Here is the transcript of the announcement. ","[{'mention': 'U. S. Surgeon General', 'start_token_id': 32, 'end_token_id': 35}
 {'mention': 'Regina Benjamin', 'start_token_id': 37, 'end_token_id': 38}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[4 5]," Here is the transcript of the announcement.  President Barack Obama: Before I introduce America's next surgeon general, I'd like to say a few words about our ongoing efforts to reform the health care system that she will help oversee. ","[{'mention': 'Barack Obama', 'start_token_id': 51, 'end_token_id': 52}
 {'mention': 'I', 'start_token_id': 55, 'end_token_id': 55}]",1.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[4 5]," Here is the transcript of the announcement.  President Barack Obama: Before I introduce America's next surgeon general, I'd like to say a few words about our ongoing efforts to reform the health care system that she will help oversee. ","[{'mention': 'Barack Obama', 'start_token_id': 51, 'end_token_id': 52}
 {'mention': ""America 's"", 'start_token_id': 57, 'end_token_id': 58}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[4 5]," Here is the transcript of the announcement.  President Barack Obama: Before I introduce America's next surgeon general, I'd like to say a few words about our ongoing efforts to reform the health care system that she will help oversee. ","[{'mention': 'Barack Obama', 'start_token_id': 51, 'end_token_id': 52}
 {'mention': 'surgeon general', 'start_token_id': 60, 'end_token_id': 61}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[4 5]," Here is the transcript of the announcement.  President Barack Obama: Before I introduce America's next surgeon general, I'd like to say a few words about our ongoing efforts to reform the health care system that she will help oversee. ","[{'mention': 'Barack Obama', 'start_token_id': 51, 'end_token_id': 52}
 {'mention': ""I 'd"", 'start_token_id': 63, 'end_token_id': 64}]",1.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[4 5]," Here is the transcript of the announcement.  President Barack Obama: Before I introduce America's next surgeon general, I'd like to say a few words about our ongoing efforts to reform the health care system that she will help oversee. ","[{'mention': 'Barack Obama', 'start_token_id': 51, 'end_token_id': 52}
 {'mention': 'our', 'start_token_id': 72, 'end_token_id': 72}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[4 5]," Here is the transcript of the announcement.  President Barack Obama: Before I introduce America's next surgeon general, I'd like to say a few words about our ongoing efforts to reform the health care system that she will help oversee. ","[{'mention': 'Barack Obama', 'start_token_id': 51, 'end_token_id': 52}
 {'mention': 'system', 'start_token_id': 80, 'end_token_id': 80}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[4 5]," Here is the transcript of the announcement.  President Barack Obama: Before I introduce America's next surgeon general, I'd like to say a few words about our ongoing efforts to reform the health care system that she will help oversee. ","[{'mention': 'Barack Obama', 'start_token_id': 51, 'end_token_id': 52}
 {'mention': 'that', 'start_token_id': 81, 'end_token_id': 81}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[4 5]," Here is the transcript of the announcement.  President Barack Obama: Before I introduce America's next surgeon general, I'd like to say a few words about our ongoing efforts to reform the health care system that she will help oversee. ","[{'mention': 'Barack Obama', 'start_token_id': 51, 'end_token_id': 52}
 {'mention': 'she', 'start_token_id': 82, 'end_token_id': 82}]",0.0
"(0, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[4 5]," Here is the transcript of the announcement.  President Barack Obama: Before I introduce America's next surgeon general, I'd like to say a few words about our ongoing efforts to reform the health care system that she will help oversee. ","[{'mention': 'I', 'start_token_id': 55, 'end_token_id': 55}
 {'mention': ""America 's"", 'start_token_id': 57, 'end_token_id': 58}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[4 5]," Here is the transcript of the announcement.  President Barack Obama: Before I introduce America's next surgeon general, I'd like to say a few words about our ongoing efforts to reform the health care system that she will help oversee. ","[{'mention': 'I', 'start_token_id': 55, 'end_token_id': 55}
 {'mention': 'surgeon general', 'start_token_id': 60, 'end_token_id': 61}]",0.0
